Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Contenu pedago (product.metafields.custom.contenu_pedago),description (product.metafields.custom.description),Extrait (product.metafields.custom.extrait),Lien achat (product.metafields.custom.lien_achat),Niveau scolaire (product.metafields.custom.niveau),Produit (product.metafields.custom.produit),region (product.metafields.custom.region),Série (product.metafields.custom.s_rie),Tranche d'âge (product.metafields.custom.tranches_d_ge),Genre (product.metafields.shopify.genre),Audience cible (product.metafields.shopify.target-audience),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
la-fee-des-dents-au-pays-des-bonbons,La fée des dents au Pays des bonbons,"<h4 class=""font_8"" data-mce-fragment=""1""><span data-mce-fragment=""1"">Collection Mes grands albums | Dès 3 ans</span></h4>
<p class=""font_8"" data-mce-fragment=""1""><span>Les jumeaux Jules et Juliette ont perdu chacun une dent. Dentelle, la fée des dents, et Parmesan le souriceau, son assistant, souhaitent leur offrir des sucette arc-en-ciel. On peut en trouver à la boutique Pain d’épice, perchée tout en haut du Pays des bonbons. Pour éviter les ennuis, il ne faut rien manger en cours de route. Une mission quasi impossible pour Parmesan le gourmand...</span></p>
<p class=""font_8"" data-mce-fragment=""1""> </p>
<p class=""font_8"" data-mce-fragment=""1""><span data-mce-fragment=""1"">Thèmes:</span></p>
<ul>
<li><span data-mce-fragment=""1"">La fée des dents</span></li>
<li><span data-mce-fragment=""1"">La gourmandise</span></li>
<li><span data-mce-fragment=""1"">L'aventure</span></li>
</ul>",Auzou,Non classé,"","fée, LivreCaro",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,1000.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0655/5962/5944/products/fee2.jpg?v=1678474202,1,"",false,,,,,,https://pantoute.leslibraires.ca/livres/la-fee-des-dents-au-pays-carolyn-chouinard-9782898243202.html,,,,,0-5 ans,,,,kg,,,active
les-princes-ont-disparu,Les princes ont disparu!,"<div id=""comp-ksqkyxib"" class=""_1Q9if _3bcaz"" data-testid=""richTextElement"">
<h4 class=""font_2"">
<span>Carnet secret d'une licorne </span><span>Tome 5</span><span> | </span><span data-mce-fragment=""1"" mce-data-marked=""1"">Dès 8 ans</span>
</h4>
<p class=""font_2"">Cher journal, c’est la panique au château. Mes frères jumeaux ont disparu. Sont-ils en danger ? Depuis, le royaume est fouillé de fond en comble par les gardes. Je suis tellement inquiète !                                        </p>
</div>",Auzou,Non classé,"","8 ans, licorne, LivreCaro",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,1000.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0655/5962/5944/products/licorne5.jpg?v=1678198110,1,"",false,,,,,,https://www.leslibraires.ca/livres/carnet-secret-d-une-licorne-5-carolyn-chouinard-9782898243189.html?u=39104,,,,,9-12 ans,,,,kg,,,active
patinage-avec-les-stars,Patinage avec les stars!,"<div id=""comp-ksqkyxib"" class=""_1Q9if _3bcaz"" data-testid=""richTextElement"" data-mce-fragment=""1"">
<h4 class=""font_2"" data-mce-fragment=""1""><span data-mce-fragment=""1"" mce-data-marked=""1"">Reine de la glace Tome 3 | Dès 8 ans</span></h4>
<p><span>Coucou, c'est Mila! </span></p>
<p><span>Des patineurs olympiques nous ont proposé de faire du bénévolat pour l’événement Féerie hivernale. Youpi ! Non seulement je vais passer la fin de semaine avec mes amis du club, mais en plus il est prévu que je patine devant mes idoles. L’un de mes rêves devient réalité!</span></p>
</div>",Auzou,Non classé,"","8 ans, livreLora, patin",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,1000.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0655/5962/5944/products/Reine3.jpg?v=1675270569,1,"",false,,,,,,https://www.leslibraires.ca/livres/patinage-avec-les-stars-lora-boisvert-9782898243196.html,,,,,6-8 ans,,,,kg,,,active
magie-noire,Magie noire,"<div id=""comp-ksqkyxib"" class=""_1Q9if _3bcaz"" data-testid=""richTextElement"" data-mce-fragment=""1"">
<h4 class=""font_2"" data-mce-fragment=""1"">
<span data-mce-fragment=""1"">L'espion des dragons Tome 4</span><span> | Dès 8 ans</span>
</h4>
<p><span>À notre retour de promenade, Etna et moi trouvons le château complètement désert. Mais où sont passés tous les dragons rouges qui y résident? Ça ne fait aucun doute: la magie noire est à l’oeuvre. Un seul sorcier peut contrecarrer les plans de la vilaine Coquerelle. Heureusement, la princesse sait où il habite…</span></p>
</div>",Auzou,Non classé,"","8 ans, dragon, LivreCaro",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,1000.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0655/5962/5944/products/AUZOU_Roman_Maxi_Dragons_Tome4_CV_V8.jpg?v=1666038674,1,"",false,,,,,,https://www.leslibraires.ca/livres/l-espion-des-dragons-4-t-carolyn-chouinard-9782898242564.html,,,,,9-12 ans,,,,kg,,,active
livret,Livret,"<p>Le livret a été conçu pour balayer les illustrations du roman Le message secret de La Buse plus facilement. </p>
<p>Replie le livret sur lui-même pour faciliter la détection des images. </p>",Les éditions AppLit,,"","",true,Title,Default Title,,,,,,,,"",40.0,,deny,manual,5.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0655/5962/5944/products/LivretCouv.jpg?v=1665509883,1,"",false,,,,,,,,,,,,,,,kg,,,active
le-bal-des-fees,Le bal des fées,"<div id=""comp-ksqkyxib"" class=""_1Q9if _3bcaz"" data-testid=""richTextElement"">
<h4 class=""font_2"">
<span>Carnet secret d'une licorne Tome 4</span><span> | Dès 8 ans</span>
</h4>
<div id=""comp-ksqgzym1"" class=""_1Q9if _3bcaz"" data-testid=""richTextElement"">
<p class=""font_8""><span>Cher journal, Je viens d'apprendre que grand-mère Sybelle organisait autrefois un bal pour les licorneaux et les licornettes du royaume. Mes amis sont d'accord pour m'aider à le préparer, mais les fées nous offriront-elles leur aide? Sans elles, le bal ne pourra pas avoir lieu...</span></p>
</div>
</div>
<div id=""comp-ksqkyxie"" class=""_1Q9if _3bcaz"" data-testid=""richTextElement"">
<p class=""font_8"" style=""text-align: right;"">                                                          Princesse Sofia</p>
</div>",Auzou,Non classé,"","8 ans, licorne, LivreCaro",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,1000.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0655/5962/5944/products/licorne4.jpg?v=1661289536,1,"",false,,,,,,https://www.leslibraires.ca/livres/carnet-secret-d-une-licorne-4-carolyn-chouinard-9782898241963.html,,,,qui-es-tu-mysterieux-inconnu,9-12 ans,,,,kg,,,active
lieux-hantes,Lieux hantés,"<h4 class=""font_2"" data-mce-fragment=""1"">Super frissons - Collection Peur bleue | Dès 9 ans</h4>
<div data-testid=""richTextElement"" class=""_1Q9if _3bcaz"" id=""comp-kw4zky8k"">
<p class=""font_2""><span>Ce volume comprend 3 histoires:</span><br></p>
<ul>
<li>Jeux dangereux à Québec</li>
<li>Le détenu de Trois-Rivières</li>
<li>Terreur sur l'île</li>
</ul>
</div>
<div data-testid=""richTextElement"" class=""_1Q9if _3bcaz"" id=""comp-kw4zky8l"">
<p class=""font_8""><span><span class=""color_32"">À la découverte des lieux hantés de chez nous: </span></span><span><span class=""color_32""><span class=""wixGuard"">​</span></span></span></p>
<ul>
<li>Dans le vieux Québec, Justin et Alicia sont poursuivis par des fantômes.</li>
<li>À Trois-Rivières, Cédrick et Samuel enquêtent sur un mystérieux prisonnier.</li>
<li>Sur la Grosse-Île, le rallye nocturne d'Alexy est menacé par un criminel en cavale.</li>
</ul>
<p class=""font_8""><span class=""color_32"">Entre suspense et épouvante, 3 romans pour avoir des sueurs froides.</span></p>
</div>",Éditions Héritage,Non classé,"","9 ans, Frisson, LivreCaro",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,1000.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0655/5962/5944/products/978-2-89812-300-9.webp?v=1661032074,1,"",false,,,,,https://www.dominiqueetcompagnie.com/catalogue/pdf_preview/978-2-7625-9779-0.pdf,,,,,,,,,,kg,,,active
4-histoires-de-ma-jumelle-et-moi,4 histoires de Ma jumelle et moi,"<h4 class=""font_2""><span>Ma jumelle et moi édition 4 aventures | Dès 7 ans</span></h4>
<p><span data-mce-fragment=""1"">Quatre super histoires de la série Ma jumelle &amp; moi. Lire avec des GRANDS caractères, c'est facile et amusant! </span></p>
<p><span data-mce-fragment=""1"">Cette édition rassemble 4 aventures d'Anaïs et Maya:</span></p>
<ul>
<li>La tortue de mer</li>
<li>La chasse au trésor</li>
<li>Un admirateur secret</li>
<li>Un phoque à la rescousse</li>
</ul>
<p><span data-mce-fragment=""1"">Les jumelles Anaïs et Maya voyagent dans le monde entier à bord du voilier de leurs parents le Mary Poppins. Bien qu'identiques physiquement, elles ont des caractères très différents! Suivez leurs aventures à la rescousse d'un bébé tortue en danger sur une plage de Floride, à la chasse au trésor sur l'île Maui de l'archipel d'Hawaï, aux prises avec un étrange admirateur secret au Mexique ou à la rencontre d'un phoque très attachant en Gaspésie.</span></p>",Dominique et Compagnie,Non classé,"","7 ans, jumelle, LivreCaro",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,1000.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0655/5962/5944/products/couv_2.webp?v=1661031845,1,"",false,,,,,,https://www.renaud-bray.com/Livres_Produit.aspx?id=2832610&def=4+histoires+de+Ma+jumelle+et+moi%2cCHOUINARD%2c+CAROLYN%2c9782897857615,,,,,6-8 ans,,,,kg,,,active
animation-a-deux-auteures-soccer-entre-auteures,Soccer entre auteures,"<p><span>Les lecteurs ont la chance de découvrir la série Ma jumelle et moi ainsi que la série Mon jumeau et moi lors d’une compétition amicale entre les deux auteures de la série! Mère et fille s’affrontent lors d’un tournoi de soccer littéraire qui leur permet de présenter quelques romans et de répondre aux questions des élèves sur le monde de l’écriture. L’animation se termine par la lecture d’un extrait de l’un de ces romans. Une présentation dynamique à l’aide d’une planche de jeu virtuelle dont les lecteurs se rappelleront longtemps!</span></p>
<p><span>Durée: 45 à 60 minutes</span></p>",Les éditions AppLit,Non classé,"","anim2, Animation",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,1000.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0655/5962/5944/products/Frame47.png?v=1661200398,1,"",false,,,,"<p>Les lecteurs ont la chance de découvrir la série Ma jumelle et moi ainsi que la série Mon jumeau et moi lors d’une compétition amicale entre les deux auteures de la série! Mère et fille s’affrontent lors d’un tournoi de soccer littéraire qui leur permet de présenter quelques romans et de répondre aux questions des élèves sur le monde de l’écriture. L’animation se termine par la lecture d’un extrait de l’un de ces romans. Une présentation dynamique à l’aide d’une planche de jeu virtuelle dont les lecteurs se rappelleront longtemps!</p>
Durée: 45 à 60 minutes",,,"Troisième cycle
Secondaire un et deux",,"Montréal
En ligne",,,,,,kg,,,active
animation-a-deux-auteures-lecriture-a-4-mains,L'écriture à 4 mains,"<p><span>Après une brève présentation des auteures et de leur façon de travailler ensemble sur une même série, Carolyn et Lora présenteront les cinq tomes de la série So nice! ainsi que leurs sources d’inspiration. Les lecteurs participeront ensuite à un jeu-questionnaire qui leur fera découvrir l’univers de la série. So nice! est l’histoire de Sohane, une adolescente moderne et celle de son grand-père Élie. La jeune fille trouve le carnet d’écriture de son aîné. Ce journal a été écrit alors qu’il était lui-même adolescent. La série nous permet de faire le parallèle entre notre époque et celle des années 50 à plusieurs points de vue (école, famille, communication, déplacement…) Les lecteurs auront grand plaisir à découvrir les mauvais coups que faisait Élie à l’époque.</span></p>
<p><span>Durée: 60 minutes</span></p>",Les éditions AppLit,Non classé,"","anim3, Animation",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,1000.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0655/5962/5944/products/Frame46.png?v=1661200259,1,"",false,,,,"<p>Après une brève présentation des auteures et de leur façon de travailler ensemble sur une même série, Carolyn et Lora présenteront les cinq tomes de la série So nice! ainsi que leurs sources d’inspiration. Les lecteurs participeront ensuite à un jeu-questionnaire qui leur fera découvrir l’univers de la série. So nice! est l’histoire de Sohane, une adolescente moderne et celle de son grand-père Élie. La jeune fille trouve le carnet d’écriture de son aîné. Ce journal a été écrit alors qu’il était lui-même adolescent. La série nous permet de faire le parallèle entre notre époque et celle des années 50 à plusieurs points de vue (école, famille, communication, déplacement…) Les lecteurs auront grand plaisir à découvrir les mauvais coups que faisait Élie à l’époque. </p>

Durée: 60 minutes",,,"Troisième cycle
Secondaire un et deux",,"Montréal
En ligne",,,,,,kg,,,active
aventures-enigmes-et-mysteres-anciens,"Aventures, énigmes et mystères anciens","<p class=""_04xlpA direction-ltr align-justify para-style-body""><span class=""a_GcMg font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none"">Cette animation me permet de présenter les personnages, l’intrigue ainsi que les sources d’inspiration de trois romans aux styles variés : une série intégrant la réalité augmentée, un roman d’aventure/horreur et une série fantastique. Un point commun les relie : chacun s’inspire de lieux ou de personnages ayant réellement existé. Je profiterai de cette rencontre pour expliquer mon processus d’écriture, détailler les différentes étapes de l’édition et répondre aux questions des élèves.</span></p>
<p class=""_04xlpA direction-ltr align-justify para-style-body""><span class=""JsGRdQ"">Durée: Une période</span></p>",Les éditions AppLit,Non classé,"","anim3, Animation",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,1000.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0655/5962/5944/files/Frame99.png?v=1759175768,1,"",false,,,,"<p>Cette animation me permet de présenter les personnages, l’intrigue ainsi que les sources d’inspiration de trois romans aux styles variés : une série intégrant la réalité augmentée, un roman d’aventure/horreur et une série fantastique. Un point commun les relie : chacun s’inspire de lieux ou de personnages ayant réellement existé. Je profiterai de cette rencontre pour expliquer mon processus d’écriture, détailler les différentes étapes de l’édition et répondre aux questions des élèves.</p>

Durée: Une période",,,Premier cycle,,"Québec
Chaudières-Appalaches",,,,,,kg,,,active
les-royaumes-fantastiques,Les royaumes fantastiques,"<p class=""cvGsUA direction-ltr align-justify para-style-body""><span class=""a_GcMg font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none"">L’animation débute par la lecture interactive d’une histoire où dragons et licornes se côtoient dans l’univers magique des royaumes fantastiques. Les élèves feront la connaissance de Pendragon, un petit dragon attendrissant et très différent des autres, ainsi que de Sofia, la princesse du royaume des licornes. Par la suite, j'inviterai les élèves à deviner la fin de l’histoire.</span><span class=""a_GcMg font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none white-space-prewrap""> </span></p>
<p class=""cvGsUA direction-ltr align-justify para-style-body""> </p>
<p class=""cvGsUA direction-ltr align-justify para-style-body""><span class=""a_GcMg font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none"">La rencontre me permettra également de présenter mon processus d’écriture. Je partagerai avec les élèves les différentes étapes qui transforment une simple idée en une histoire complète.</span></p>
<p class=""_04xlpA direction-ltr align-justify para-style-body""> </p>
<p class=""_04xlpA direction-ltr align-justify para-style-body""><span class=""JsGRdQ"">Durée: 45 à 60 minutes</span></p>",Les éditions AppLit,Non classé,"","anim2, Animation",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,10000.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0655/5962/5944/files/Frame44.jpg?v=1759178121,1,"",false,,,,"<p>L’animation débute par la lecture interactive d’une histoire où dragons et licornes se côtoient dans l’univers magique des royaumes fantastiques. Les élèves feront la connaissance de Pendragon, un petit dragon attendrissant et très différent des autres, ainsi que de Sofia, la princesse du royaume des licornes. Par la suite, j'inviterai les élèves à deviner la fin de l’histoire.</p>

<p>La rencontre me permettra également de présenter mon processus d’écriture. Je partagerai avec les élèves les différentes étapes qui transforment une simple idée en une histoire complète.</p>

Durée: 45 à 60 minutes ",,,Premier cycle,,"Québec
Chaudières-Appalaches",,,,,,kg,,,active
la-fee-des-dents-part-en-mission-1,Fée ou licorne?,"<p class=""cvGsUA direction-ltr align-justify para-style-body""><span class=""a_GcMg font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none"">Au cours de cette animation, je ferai la lecture d’un album aux élèves, tiré de l’une des deux séries suivantes : </span><em><span class=""a_GcMg font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none"">La fée des dents</span><span class=""a_GcMg font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none""> ou </span><span class=""a_GcMg font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none"">Léa la licorne</span><span class=""a_GcMg font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none"">.</span></em></p>
<p class=""cvGsUA direction-ltr align-justify para-style-body""><span class=""a_GcMg font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none"">Dans les quatre albums de la série<em> </em></span><em><span class=""a_GcMg font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none"">La fée des dents</span></em><span class=""a_GcMg font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none"">, la petite fée part en mission pour récupérer la dent d’un enfant, accompagnée de son assistant Parmesan, une souris aussi attachante que maladroite.</span></p>
<p class=""cvGsUA direction-ltr align-justify para-style-body""><em><span class=""a_GcMg font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none"">Léa la licorne se fait des amis</span></em><span class=""a_GcMg font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none""> raconte l’histoire de Léa, une licorne des tropiques qui emménage dans un nouveau royaume et tente de s’intégrer parmi les licornes des bois, malgré leurs différences.</span></p>
<p class=""cvGsUA direction-ltr align-justify para-style-body""><span class=""a_GcMg font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none"">Des questions seront posées aux élèves après la lecture afin de favoriser l’échange et la réflexion.</span></p>
<p class=""_04xlpA direction-ltr align-justify para-style-body""><span class=""JsGRdQ"">Durée: 25 à 30 minutes</span></p>",Les éditions AppLit,Non classé,"","Animation, animPresco",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,1000.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0655/5962/5944/files/Frame43.png?v=1759178271,1,"",false,,,,"<p>Au cours de cette animation, je ferai la lecture d’un album aux élèves, tiré de l’une des deux séries suivantes : <i>La fée des dents ou Léa la licorne.</i></p>

<p>Dans les quatre albums de la série <i>La fée des dents</i>, la petite fée part en mission pour récupérer la dent d’un enfant, accompagnée de son assistant Parmesan, une souris aussi attachante que maladroite.</p>

<p><i>Léa la licorne se fait des amis</i> raconte l’histoire de Léa, une licorne des tropiques qui emménage dans un nouveau royaume et tente de s’intégrer parmi les licornes des bois, malgré leurs différences.</p>

<p>Des questions seront posées aux élèves après la lecture afin de favoriser l’échange et la réflexion.</p>

Durée: 25 à 30 minutes",,,Maternelle,,"Québec
Chaudières-Appalaches",,,,,,kg,,,active
la-competition,La compétition!,"<div data-mce-fragment=""1"" id=""comp-ksqkyxib"" class=""_1Q9if _3bcaz"" data-testid=""richTextElement"">
<h4 data-mce-fragment=""1"" class=""font_2""><span data-mce-fragment=""1"" mce-data-marked=""1"">Reine de la glace Tome 2  | Dès 8 ans</span></h4>
<p><span>Je m’appelle Mila. Ma saison de patinage artistique vient juste de débuter. Cette année, ma coach souhaite que je réussisse mon axel. Ce saut est si difficile ! Dans quelques semaines, une compétition aura lieu à mon aréna. J’ai hâte d’y participer ! La meilleure équipe gagnera un prix exceptionnel. Est-ce que je serai à la hauteur ?</span></p>
<p> </p>
</div>",Auzou,Non classé,"","8 ans, livreLora, patin",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,2000.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0655/5962/5944/products/Reine2.jpg?v=1661288404,1,"",false,,,https://auzou.ca/pedago/9782898242182_1_20240123164213.pdf,,,https://www.leslibraires.ca/livres/reine-de-la-glace-t-2-lora-boisvert-9782898242182.html,,,,,6-8 ans,,,,kg,,,active
amitie-et-paillettes,Amitié et paillettes!,"<div data-mce-fragment=""1"" data-testid=""richTextElement"" class=""_1Q9if _3bcaz"" id=""comp-ksqkyxib"">
<h4 data-mce-fragment=""1"" class=""font_2""><span data-mce-fragment=""1"">Reine de la glace Tome 1 | Dès 8 ans</span></h4>
<p><span>Je m’appelle Mila. J’adore le patinage artistique et le froid de l’aréna. Pour ma dernière semaine de vacances d’été, je participe à un super camp de patin. J’ai hâte de retrouver mes amis et de sentir la glace sous mes lames! Vais-je me démarquer des autres? Et obtenir le rôle de mes rêves dans le spectacle de clôture?</span></p>
</div>",Auzou,Non classé,"","8 ans, livreLora, patin",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,10000.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0655/5962/5944/products/reine1.jpg?v=1661288306,1,"",false,,,,,,https://www.leslibraires.ca/livres/reine-de-la-glace-amitie-et-lora-boisvert-9782898241338.html,,,,,6-8 ans,,,,kg,,,active
une-nuit-a-lecole,Une nuit à l'école,"<div id=""comp-ksqkyxib"" class=""_1Q9if _3bcaz"" data-testid=""richTextElement"">
<h4 class=""font_2""><span>Ma jumelle et moi Tome 9 | Dès 7 ans</span></h4>
<p class=""font_8""><span>Salut, c’est Anaïs !</span><br><span>On annonce une grosse tempête de neige. Nous devrons passer la nuit à l’école ! Certains élèves semblent inquiets alors que Maya et moi sommes emballées par l’idée de faire du camping dans la bibliothèque...</span></p>
</div>",Dominique et Compagnie,Non classé,"","7 ans, jumelle, LivreCaro",true,Title,Default Title,,,,,,,,"",90.0,,deny,manual,10.95,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0655/5962/5944/products/9782897854690.jpg?v=1659467947,1,"",false,,,,,,https://www.leslibraires.ca/livres/ma-jumelle-moi-t-9-une-carolyn-chouinard-9782897854690.html,,,,,6-8 ans,,,,kg,,,active
une-fete-abracadabrante,Une fête abracadabrante,"<div id=""comp-ksqkyxib"" class=""_1Q9if _3bcaz"" data-testid=""richTextElement"">
<h4 class=""font_2""><span>Ma jumelle et moi Tome 14 | Dès 7 ans</span></h4>
<p class=""font_8""><span>C'est moi, Anaïs! Youpi! Maya et moi passons la fin de semaine au camping avec notre amie Cloé. Mais... catastrophe! Tigrou, le chaton de Cloé est disparu pendant le spectacle de magie. Il faut le retrouver!</span></p>
</div>",Dominique et Compagnie,Non classé,"","7 ans, jumelle, LivreCaro",true,Title,Default Title,,,,,,,,"",90.0,,deny,manual,10.95,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0655/5962/5944/products/9782897859725.jpg?v=1659467893,1,"",false,,,,,,https://www.leslibraires.ca/livres/une-fete-abracadabrante-carolyn-chouinard-9782897859725.html,,,,,6-8 ans,,,,kg,,,active
un-voeu-en-thailande,Un vœu en Thaïlande,"<div id=""comp-ksqkyxib"" class=""_1Q9if _3bcaz"" data-testid=""richTextElement"">
<h4 class=""font_2""><span>Ma jumelle et moi Tome 15 | Dès 7 ans</span></h4>
<p class=""font_8""><span>Coucou, c'est Anaïs! Ça y est, on repart en voyage avec notre voilier! Destination: La Thaïlande. Nous voici sur la piste d'une grotte légendaire. Il paraît que ceux qui vont la visiter voient leurs voeux réalisés... Et si c'était vrai? </span></p>
</div>",Dominique et Compagnie,Non classé,"","7 ans, jumelle, LivreCaro",true,Title,Default Title,,,,,,,,"",90.0,,deny,manual,10.95,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0655/5962/5944/products/9782898200298.jpg?v=1659467831,1,"",false,,,,,https://www.dominiqueetcompagnie.com/catalogue/pdf_preview/978-2-89820-029-8.pdf,https://www.leslibraires.ca/livres/ma-jumelle-et-moi-t-15-carolyn-chouinard-9782898200298.html,,,,,6-8 ans,,,,kg,,,active
un-phoque-a-la-rescousse,Un phoque à la rescousse,"<div id=""comp-ksqkyxib"" class=""_1Q9if _3bcaz"" data-testid=""richTextElement"">
<h4 class=""font_2""><span>Ma jumelle et moi Tome 8 | Dès 7 ans</span></h4>
<p class=""font_8""><span>Coucou, c’est Maya!</span><br><span>Pour la première fois, ma jumelle et moi passons une semaine en Gaspésie chez notre papi sans nos parents. </span><span>C’est excitant! Mais la marée peut être dangereuse et nous voilà prises au piège sur la grève. Au secours, nous avons besoin d’aide!</span></p>
</div>",Dominique et Compagnie,Non classé,"","7 ans, jumelle, LivreCaro",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,100.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0655/5962/5944/products/9782897854171.jpg?v=1659467773,1,"",false,,,,,,,,,,,6-8 ans,,,,kg,,,active
un-admirateur-secret,Un admirateur secret,"<div id=""comp-ksqkyxib"" class=""_1Q9if _3bcaz"" data-testid=""richTextElement"">
<h4 class=""font_2""><span>Ma jumelle et moi Tome 7 | Dès 7 ans</span></h4>
<p class=""font_8""><span>Youpi! Mamie Luce nous a rejoint au Mexique pour quelques jours. On en profite pour relaxer en famille. Mais au pays des pyramides mayas, un admirateur secret s’amuse à jouer avec nos nerfs!</span></p>
</div>",Dominique et Compagnie,Non classé,"","7 ans, jumelle, LivreCaro",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,100.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0655/5962/5944/products/9782897854058.jpg?v=1659467724,1,"",false,,,,,,,,,,,6-8 ans,,,,kg,,,active
souriez-vous-etes-filmees,"Souriez, vous êtes filmées !","<div data-testid=""richTextElement"" class=""_1Q9if _3bcaz"" id=""comp-ksqkyxib"">
<h4 class=""font_2""><span>Ma jumelle et moi Tome 10 | Dès 7 ans </span></h4>
<p class=""font_8""><span>C’est moi, Anaïs ! Nous passons la journée </span><span>aux Glissades des deux montagnes. Surprise! Maya et moi allons participer à leur prochaine campagne publicitaire. </span><span>Sourire devant la caméra, ce ne doit pas être bien compliqué... enfin, c'est ce que je croyais!</span></p>
</div>",Dominique et Compagnie,Non classé,"","7 ans, jumelle, LivreCaro",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,100.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0655/5962/5944/products/9782897854928.jpg?v=1659467672,1,"",false,,,,,,,,,,,6-8 ans,,,,kg,,,active
